"gene","ctrl_1","ctrl_2","ctrl_3","hot_1","hot_2","hot_3","cold_1","cold_2","cold_3"
"Gr68a",66,57,20,0,0,0,0,0,0
"Muc68D",9115,2618,910,3140,2591,867,3277,5796,5621
"mir-314",6,0,7,6,0,0,2,0,0
"mir-956",52,7,4,76,31,6,15,22,5
"Tim13",15,8,8,4,0,0,8,0,0
"Pi3K68D",2293,1007,355,4877,4264,895,933,1637,2395
"CG14131",473,267,96,515,395,116,191,251,274
"CG5964",143,111,26,23,5,6,8,9,1
"CG10907",318,166,58,528,473,137,150,230,328
"Klp68D",853,357,73,1648,1788,339,451,641,927
"CG10361",144,96,32,86,113,37,26,65,86
"CG42255",914,525,176,565,421,102,162,211,237
"CG14130",179,91,23,203,147,40,59,109,141
"CG5946",1070,417,193,1585,1301,328,376,610,725
"CG11597",90,94,27,32,20,4,15,10,18
"RpL10Ab",2344,810,240,4343,4237,675,1144,1492,1870
"snoRNA:Psi18S-920",88,36,17,84,38,16,34,19,63
"CG32095",231,98,22,387,443,84,134,111,257
"CycA",9618,3862,1411,26323,26100,5030,6118,7388,15341
"CG7264",85,60,39,0,3,0,2,0,0
"CG43064",243,153,29,110,245,47,53,190,95
"CG12521",19,7,4,0,0,0,1,0,0
"CG44837",283,214,71,107,64,21,25,44,50
"CG5906",56,41,11,0,0,0,1,4,10
"CG14128",77,66,23,0,0,0,1,0,0
"CCDC151",95,85,24,8,0,0,3,0,0
"CG5897",79,56,20,12,15,0,3,14,6
"CR43624",28,25,3,0,0,0,4,0,0
"CG11588",67,41,18,0,0,0,0,0,0
"CG5718",125,64,40,25,2,4,2,6,5
"byn",236,153,38,117,45,6,21,53,55
"Rpt4R",62,42,10,0,0,0,4,1,0
"CG5883",75,26,19,12,27,0,6,4,11
"mir-285",7,10,1,0,4,1,2,0,3
"CG7252",97,68,31,18,8,2,5,0,3
"CG17826",72,44,26,0,0,0,0,6,0
"obst-G",36,40,16,0,0,0,1,0,0
"CG7248",113,72,38,0,1,6,7,3,2
"CG11570",40,34,10,21,4,0,7,5,0
"CG43294",42,33,5,9,6,0,2,0,0
"prc",290,244,61,52,65,14,26,16,19
"Muc68E",1701,432,222,1917,1082,408,841,1329,1815
"CG42397",535,154,79,511,471,99,303,533,472
"CG14125",2953,1023,275,3843,3630,781,1207,1775,1926
"CG43896",388,329,108,7,1,0,28,0,0
"CG6938",219,204,71,39,7,0,18,5,5
"CG6931",78,26,35,0,0,0,3,0,2
"viaf",763,367,120,1920,1809,303,438,651,1132
"Grip163",587,262,122,990,1043,188,259,295,528
"Pop2",2117,1023,299,5672,5233,1132,1247,1757,3115
"CG6928",382,303,84,1298,1208,190,216,216,400
"rols",1029,458,163,736,522,139,198,426,332
"CR43994",21,34,11,0,3,0,0,0,0
"CG43993",15,14,6,10,0,0,0,0,0
"CG6793",141,99,22,4,1,4,4,0,8
"CG43638",25,18,15,0,0,0,2,0,0
"Sema-5c",977,364,135,1160,913,191,370,596,864
"CG17154",11,32,1,0,0,2,1,0,0
"l(3)j2D3",557,312,101,1296,1213,261,337,423,841
"ssp",762,337,107,1713,1455,374,407,577,972
"CG11560",212,131,49,470,458,54,104,76,242
"yps",7585,3338,979,13261,11755,2850,3864,6712,6995
"Ir68b",92,86,10,0,0,0,8,0,0
"CG34241",31,8,1,0,0,0,3,0,0
"Lsp2",1999,239,188,1776,7826,347,122,604,276
"CG11534",151,96,30,201,183,23,39,67,134
"CG5645",1878,601,208,3172,2914,571,788,1203,1823
"Atg12",148,45,23,199,170,42,71,94,121
"l(3)neo18",2089,709,237,3079,2684,515,854,1222,1463
"RhoGAP68F",1211,553,136,2531,2368,483,617,931,1292
"CG5642",3375,1326,425,6418,6100,1215,1647,2478,3517
"Nrx-IV",1252,520,198,2180,1878,291,486,699,1210
"eap",159,78,27,92,160,41,43,123,107
"CG9760",137,97,18,10,10,0,11,10,13
"Rh7",240,178,41,38,33,3,30,29,39
"CAH2",1348,508,168,1775,1970,433,525,942,1156
"CG6910",2011,857,243,4302,2993,643,971,1789,1287
"Est-6",1258,446,164,1369,1169,231,338,748,661
"Est-P",168,85,37,3,13,14,18,21,8
"thoc6",466,174,65,966,805,190,263,364,501
"CR45746",14,11,10,0,0,1,3,0,3
"CG11529",73,42,31,14,6,1,10,10,12
"Adk1",735,283,94,810,788,202,234,522,466
"CG5626",313,140,51,470,512,103,122,145,345
"app",2275,1011,374,4081,3550,951,959,1685,2505
"CR43991",41,25,14,52,17,1,9,16,37
"CG32100",431,181,72,787,775,158,180,212,481
"Pbgs",343,156,59,339,383,98,134,198,196
"CG4300",3708,1747,755,8306,7707,1753,2300,4008,5197
"CG10426",332,193,64,767,752,118,204,313,457
"CR45658",41,37,3,6,1,0,0,0,0
"CG4328",63,78,24,41,1,4,2,13,8
"CR44550",17,25,4,0,0,2,3,0,0
"CR44551",8,14,9,12,0,0,0,0,0
"CG44355",62,76,20,0,0,0,7,0,0
"CG32105",95,78,28,14,24,3,7,24,15
"CG10418",166,50,20,410,413,67,76,92,139
"CR45444",26,21,10,20,1,0,2,0,3
"CrzR",242,152,69,126,170,66,93,126,104
"Ncc69",1311,642,224,1742,1455,298,561,906,1041
"CG32104",397,204,87,321,427,81,110,128,237
"Obp69a",52,41,24,41,32,0,4,21,14
"Smyd4",112,79,25,8,13,10,12,14,3
"CG32103",4085,1615,514,8591,7203,1750,1784,3147,3641
"ArfGAP1",734,313,100,1669,1411,328,339,593,804
"toe",206,129,34,102,49,21,32,40,51
"eyg",270,131,26,46,34,2,17,26,23
"CG32102",26,28,8,10,0,0,0,0,0
"CG10616",604,236,119,1005,1197,253,308,362,686
"CG10663",154,114,45,105,64,11,22,44,53
"CG33725",24,34,18,0,1,0,0,0,0
"CG10660",416,181,55,243,275,79,158,328,282
"CR45681",52,35,9,54,31,7,3,6,14
"CG10657",90,51,17,25,100,22,17,28,39
"CR45682",119,75,15,47,7,2,5,5,9
"CG10638",564,279,88,1045,799,180,230,450,528
"CR43868",50,49,23,0,0,2,9,0,0
"CG10681",88,75,26,236,170,30,50,47,75
"CG10646",127,64,27,234,175,29,34,59,103
"vih",2031,819,289,5645,5316,957,1189,1767,3032
"CG10654",275,176,52,256,230,99,95,124,196
"sti",1107,596,222,4005,3776,750,812,934,2048
"CR45168",21,2,0,0,4,0,4,0,0
"tral",46305,18130,6543,125874,129655,23195,30734,43082,73428
"Gcn5",599,335,126,1288,1323,238,362,545,728
"ver",71,58,12,67,124,19,50,42,41
"eIF-2beta",3530,1665,581,7215,5950,1412,1976,3487,3739
"nst",556,214,65,1107,1004,158,314,334,530
"Tsf2",774,285,135,1468,1559,252,308,526,885
"CG34242",157,67,25,172,170,36,37,112,90
"CG10688",423,130,62,350,278,65,117,195,185
"CG4069",456,215,72,890,742,177,184,368,417
"sowah",597,273,87,952,964,181,271,282,499
"CR43612",50,48,25,0,2,0,5,5,0
"ara",185,143,50,88,27,10,19,34,38
"caup",450,239,57,179,163,51,84,134,153
"CR32111",189,194,64,12,19,2,20,17,13
"CR43431",136,70,28,9,4,0,8,4,0
"CR44553",50,38,23,14,0,0,8,2,0
"CR44552",17,22,4,4,0,0,2,0,0
"mirr",1182,477,177,1030,679,201,371,783,782
"SmD1",720,360,117,1862,1751,372,485,646,1150
"Ptp69D",2527,1108,442,7434,6911,1226,1528,1774,4022
"CG32112",365,197,54,731,481,94,127,192,312
"CG32109",233,115,59,433,316,102,99,152,248
"Klc",1564,563,261,3133,3162,684,856,1118,1779
"CG10984",790,533,140,1974,1815,381,530,564,1096
"CG10973",194,74,47,724,575,138,79,113,121
"CG32113",1865,814,397,2839,2635,602,649,963,1683
"Hip1",934,390,143,1581,1406,269,335,459,889
"CG32106",161,156,71,37,16,2,4,0,0
"CG10969",137,101,33,23,11,0,6,0,0
"CG17666",139,133,33,1,0,0,12,0,0
"Atg1",1980,819,261,4022,3673,738,958,1518,2221
"CG42709",1188,542,176,2534,2233,545,555,1026,1411
"Sap130",1609,788,248,3525,3655,646,973,1197,2185
"CG32110",93,44,9,25,4,1,10,12,13
"CG10754",420,257,79,769,932,139,217,374,491
"CG42588",1847,774,286,3286,3011,697,672,1076,1967
"CG10960",5297,1806,826,10389,9529,2369,2624,3828,6450
"CG10948",961,412,154,1874,1529,357,406,583,868
"Wbp2",1269,511,156,2501,2323,507,518,756,1036
"Ent3",198,152,35,172,110,26,42,56,47
"CG32107",184,117,34,145,166,30,24,105,110
"CG10943",318,100,58,523,572,97,167,638,316
"CG14120",1543,661,213,1518,1187,263,599,1344,1245
"CR45748",32,9,5,0,0,0,0,0,0
"CG43894",145,78,33,10,6,3,3,9,7
"CG14118",72,62,21,7,18,0,6,5,9
"CG12520",73,43,24,46,16,5,3,7,0
"CG32117",43,22,4,4,1,1,3,0,0
"CG32115",115,62,18,106,60,12,29,32,35
"CG10752",87,79,20,42,0,0,6,4,0
"Or69a",105,97,42,25,0,1,8,0,0
"CG10748",49,44,12,0,0,0,1,0,0
"CG10749",45,44,10,15,0,0,5,0,1
"CG11262",124,111,25,13,0,0,11,0,0
"CG11263",107,101,30,215,154,18,17,73,85
"CG14117",256,107,36,534,309,127,138,189,288
"CG11261",262,138,51,343,288,52,90,105,171
"MICAL-like",1770,760,289,4215,4371,756,1011,1493,2611
"CG11267",5054,2679,766,10497,9860,2600,2600,5786,6179
"mRpL20",118,79,18,174,205,40,45,87,150
"ste14",179,110,40,302,378,64,91,85,201
"CR45445",30,43,22,37,7,0,5,0,0
"AdenoK",1768,763,205,2433,2310,521,757,1310,1378
"RpS12",3831,1447,478,7081,6439,1234,1859,2705,3024
"snoRNA:Me28S-A774b",11,0,1,0,3,0,0,0,7
"snoRNA:Me28S-A774a",25,8,2,0,0,0,0,4,2
"Zmynd10",113,72,13,22,1,0,1,0,2
"CR45172",30,30,16,0,0,0,0,0,0
"CG17672",99,86,33,46,41,5,12,4,58
"CR45157",64,17,6,15,3,2,2,0,6
"SRm160",2781,1221,382,6721,6594,1242,1608,2577,3794
"RpS4",12364,5303,1547,25077,22159,4327,6085,9834,11104
"snoRNA:Psi28S-3327a",99,36,0,92,58,13,34,46,54
"snoRNA:Psi28S-3327b",37,14,5,322,110,35,23,47,67
"snoRNA:Psi28S-3327c",27,27,5,1,2,10,1,28,25
"Syx13",1487,680,236,3115,3076,739,852,1256,1847
"CG11279",280,127,44,352,227,55,80,96,71
"CG14115",73,49,14,0,0,0,1,1,0
"CG34428",35,42,9,0,0,0,1,0,2
"CG34429",55,33,21,0,0,0,0,0,0
"CR43652",77,64,14,0,0,0,3,1,0
"CG17300",22,34,13,0,0,0,2,0,0
"CR45749",57,28,13,0,0,0,2,9,0
"CG11251",65,33,18,14,0,0,0,0,0
"CR44554",18,16,7,9,0,0,1,0,0
"trn",244,165,58,392,188,32,71,119,208
"CG33262",21,39,17,0,0,0,0,3,0
"snky",108,78,33,7,0,0,8,7,0
"CR45096",21,7,7,0,0,0,0,0,0
"CR45097",38,17,8,0,0,0,0,0,0
"CR43914",42,65,23,11,0,0,5,0,0
"CR45098",19,21,7,8,0,0,0,0,4
"caps",1620,551,229,2709,2277,505,758,1176,1266
"CG32119",89,71,30,0,3,0,2,1,1
"CR43146",88,34,7,45,24,0,20,1,0
"CR43913",52,31,8,0,0,0,1,0,4
"CR45752",22,20,3,0,0,0,7,0,0
"CR45753",94,54,27,1,0,0,7,0,2
"CR43912",47,47,25,15,0,0,4,0,0
"Sfp70A4",4,14,1,0,0,0,5,0,0
"CR45253",36,32,8,0,3,2,0,0,0
"CR45255",11,11,1,0,0,0,0,0,0
"CR45254",39,23,13,0,0,0,2,5,0
"CG42481",18,4,9,0,0,0,0,0,0
"CG43147",13,15,2,0,0,0,0,0,0
"SP",15,20,14,14,0,0,3,0,0
"CR43911",23,7,3,0,0,0,0,0,0
"CR44557",17,9,1,0,0,0,3,0,0
"CR44555",32,33,8,16,0,0,2,0,0
"CR44558",30,10,8,18,0,0,1,0,0
"CG14113",45,9,7,0,0,0,3,0,0
"CR44559",45,33,13,0,0,0,1,0,0
"CG17687",246,263,65,56,46,10,32,10,37
"Nplp2",26797,12824,4795,44628,33279,9028,15873,28477,21227
"CG14111",35,23,13,2,3,0,2,0,0
"SNCF",53,15,21,21,0,0,1,0,0
"CG14107",46,23,13,0,17,0,3,0,7
"ImpL1",77,47,8,0,71,0,0,0,126
"CG14110",66,40,26,0,5,0,7,3,126
"CG10171",230,94,32,284,217,32,75,94,159
"Poc1",247,120,34,434,451,56,88,93,232
"sens",80,60,45,44,14,0,25,7,8
"CG10222",174,105,28,309,340,67,113,110,153
"flr",1303,620,178,3356,3192,511,810,1058,1624
"CG32121",625,247,82,413,302,115,117,294,192
"CG33263",47,26,7,0,0,0,2,0,0
"CG14106",38,43,18,0,0,0,0,3,1
"CG14105",88,63,12,31,48,13,26,26,28
"CG10713",201,129,48,63,52,6,15,36,52
"CG10154",80,70,19,2,0,0,8,0,3
"CG10725",382,203,39,275,234,68,89,170,142
"CG10140",76,64,18,2,3,0,2,0,1
"CG14109",227,92,18,199,169,42,52,140,70
"CG10732",1931,823,277,3830,3668,740,865,1590,2035
"CG10133",406,214,60,610,719,167,222,349,500
"CG10738",347,289,105,77,74,20,43,22,49
"CG10116",476,220,75,417,383,85,127,455,330
"CG10089",264,180,62,214,154,32,25,49,43
"stv",3604,1306,300,98297,73881,20744,1255,2039,2038
"Abp1",1420,634,243,4049,3683,769,743,1137,1856
"Tgi",1106,439,134,2704,2486,474,566,739,1300
"Spt20",3182,1367,480,8282,8544,1686,1803,2883,4422
"Vps36",179,101,46,319,229,45,54,112,178
"Liprin-beta",1527,634,213,3139,3005,635,694,1138,1819
"CG10710",176,89,36,112,88,17,22,24,23
"bru-3",2037,847,318,2210,1609,490,478,904,1160
"CR45178",15,21,10,0,0,0,0,0,0
"CR45120",37,18,12,0,0,0,3,0,0
"mir-289",16,5,8,0,0,0,0,0,0
"CG43184",18,27,16,0,0,0,0,0,4
"CG8757",177,69,58,19,1,0,3,2,1
"CG8750",5,15,10,7,1,0,1,0,0
"Tsp68C",106,100,24,14,0,2,7,3,2
"Hml",2932,1120,400,2616,2173,653,688,1458,1170
"CG8745",2818,950,302,987,662,123,1261,1270,1807
"dysc",2086,873,267,2440,1604,481,588,1029,939
"CG13737",124,75,33,254,368,53,161,199,458
"Rgl",1419,674,222,2531,2398,512,599,870,1521
"CG8833",710,364,101,1310,1338,304,388,379,894
"Gl",2372,999,353,4497,4686,903,1158,1692,2692
"CG32137",1227,386,135,1977,1508,328,427,679,759
"Meics",567,233,98,1145,1197,278,290,373,609
"ssp2",0,0,0,0,0,0,0,0,0
"Nxf3",911,377,134,1814,1927,347,362,551,1026
"CG13738",25,17,10,4,4,0,3,0,1
"Hsc70-1",1021,476,127,1155,892,314,339,650,607
"CG17364",376,274,80,154,70,29,53,43,44
"CG17362",23,8,5,0,0,0,2,0,0
"CG9040",37,26,4,0,0,0,7,0,0
"26-29-p",5403,2602,928,16002,16357,3286,4248,5433,10295
"CG17361",413,214,93,1298,1242,277,378,440,765
"CG17359",408,195,61,1035,818,165,201,231,544
"CG8783",505,203,67,878,887,149,201,293,422
"upSET",11957,4553,1531,29427,27113,5612,6414,10523,17581
"ptip",7466,3754,1115,22322,18240,4944,4925,7770,13254
"endos",4786,2374,752,12022,11876,2605,3438,4711,7371
"CG6650",474,244,81,805,823,114,226,226,415
"pncr014:3L",136,82,33,79,51,16,25,20,26
"CG6661",87,57,11,12,3,4,0,0,0
"Hsc70Cb",9302,3694,1176,31321,26818,6124,4296,7047,9241
"blue",642,381,130,1024,886,165,290,365,592
"CG6833",340,157,81,794,811,172,184,274,410
"CG13484",180,120,26,319,438,63,100,104,214
"CG43986",474,128,52,781,918,171,179,332,395
"CG32138",2153,977,346,4523,3959,970,982,1587,2302
"Pex1",411,259,82,576,590,110,146,157,305
"btl",190,144,69,72,42,14,16,52,23
"CG8100",101,74,22,5,2,5,9,0,0
"Fbp1",154,132,41,36,6,0,17,12,0
"Sox21a",85,69,32,32,35,2,28,64,83
"Sox21b",244,191,69,165,98,14,53,42,119
"D",217,128,41,97,38,8,18,46,58
"nan",188,132,44,7,3,0,13,3,0
"nuf",2719,1120,398,4898,4530,1092,1175,1787,2599
"CG32141",66,32,13,16,15,3,9,13,21
"CG7768",203,76,41,132,85,23,26,74,80
"CG7924",29,55,9,29,8,2,12,8,9
"CG34244",43,41,13,20,0,0,4,0,0
"CG7906",84,35,24,8,7,0,1,0,3
"CR45399",101,48,13,7,0,0,11,0,0
"CR44561",24,25,9,0,4,0,1,0,0
"CR44560",37,37,19,0,0,0,4,0,0
"fz",967,461,151,2533,2421,398,497,537,1297
"CR45025",27,40,12,0,0,0,4,0,0
"CG13482",837,341,190,1308,1706,251,1184,2392,1623
"CG13481",59,35,10,0,0,0,2,0,0
"CG43120",84,63,25,12,25,0,19,21,24
"CG3868",2245,888,310,2746,2691,463,809,1663,1386
"stwl",863,363,156,1503,1530,294,370,523,1005
"CR45233",67,24,12,131,87,35,37,63,114
"CG3919",192,107,26,155,285,49,105,55,145
"bbg",3715,1420,589,5792,4813,1097,1241,2629,2812
"CG9592",20,15,17,0,0,0,2,0,0
"CG4613",89,107,25,8,7,0,7,1,2
"CG43246",31,18,9,5,0,0,0,0,2
"Mpcp",6048,2200,711,10302,9904,1844,2896,4629,4835
"CG9238",4696,1679,639,10052,8080,1632,3001,3934,7049
"CR44843",66,41,12,3,9,0,11,29,17
"CG34039",107,61,12,131,106,10,50,80,80
"Lk",69,47,8,41,33,22,14,46,21
"CG42758",63,32,8,0,0,2,0,0,0
"HGTX",152,145,44,28,24,3,12,6,8
"shd",221,184,71,73,45,10,14,39,29
"CG9628",803,327,137,1082,900,275,367,631,738
"RecQ5",1722,746,241,3816,3225,717,963,917,2284
"dlp",1127,475,173,2219,2546,477,422,655,1533
"CG43121",18,30,7,0,0,0,1,0,1
"ome",1571,554,190,1512,1091,288,380,631,916
"CG4914",82,75,41,45,1,0,6,6,11
"CG5048",52,30,15,0,2,0,2,0,4
"CG13477",42,29,17,0,3,0,0,1,1
"CG13474",25,24,9,0,1,0,0,0,0
"CG17177",211,120,49,0,18,0,19,10,19
"CG13476",47,39,15,5,9,0,2,0,2
"CG13473",30,29,7,50,17,3,7,11,4
"CG13471",71,35,20,0,0,0,0,0,0
"Trl",256,114,61,206,252,68,102,158,215
"CG42507",0,0,0,0,0,0,0,0,0
"CG33260",91,22,24,73,82,14,13,44,61
"CG9384",1049,486,153,1846,1949,405,431,592,1054
"CG17173",75,49,8,18,2,0,12,2,2
"mop",4024,1686,498,8764,8045,1538,1986,2972,5059
"bmm",2741,994,336,5711,5471,1251,1459,2306,3102
"Tdrd3",1274,533,163,3753,3093,767,731,1061,1661
"CG9425",4594,1833,661,11604,10039,2058,2145,3702,5056
"NHP2",625,267,109,880,760,176,237,405,479
"gnu",1186,538,195,3202,3298,570,739,1029,1628
"CG17839",2679,863,271,3284,2297,712,778,1488,1485
"CR44702",60,22,5,44,1,4,5,0,0
"CR45398",48,5,5,0,0,0,0,0,0
"CG34245",61,26,14,19,0,2,0,0,0
"DCX-EMAP",291,219,83,70,58,18,21,54,39
"CG13465",3,4,10,0,0,0,0,0,1
"BobA",8,8,9,0,0,0,1,0,0
"Tom",46,42,22,56,0,0,0,0,7
"Brd",39,26,12,71,0,0,4,0,12
"Ocho",47,51,27,29,2,0,3,0,4
"CR43432",19,41,23,23,1,2,3,4,4
"CG3349",149,107,35,9,0,0,4,0,1
"CG5114",899,351,110,1433,989,276,362,623,747
"mnd",1064,645,139,1586,1690,333,522,736,969
"Zip71B",142,110,40,90,62,26,35,32,48
"mRpL39",477,232,97,889,882,169,249,337,467
"Prosbeta2",1293,567,217,2330,2932,622,670,1191,1673
"Reck",241,182,52,104,93,18,44,37,87
"Sytbeta",317,213,74,75,60,9,36,26,54
"CG32148",46,28,11,0,0,0,0,0,0
"Rpn12R",77,51,8,0,0,0,0,0,1
"ind",47,41,26,23,0,0,5,0,0
"CG43678",17,22,11,0,1,0,0,0,1
"CG18581",31,31,9,0,2,0,0,0,3
"CG12310",23,20,6,14,8,0,2,0,0
"CG43679",616,258,92,775,1038,180,343,602,593
"CG13461",40,20,8,6,10,0,2,0,0
"CG43680",659,262,169,1066,1634,247,556,945,754
"CG18649",25,23,4,12,15,0,3,2,1
"CG13463",55,33,17,0,16,3,4,6,7
"CG13460",33,23,11,47,5,2,0,0,0
"CR43684",31,33,2,14,4,0,5,0,1
"cp309",3696,1365,554,5913,5455,1141,1520,2451,3357
"Or71a",94,86,30,45,18,8,10,12,26
"CG6945",1062,399,153,1701,1573,423,449,785,1418
"Aats-gly",1501,623,232,2707,2135,578,672,991,1486
"CTPsyn",947,385,143,1316,1330,273,432,813,837
"CR43973",154,74,32,387,436,53,67,78,291
"CR43972",124,71,35,24,28,9,11,12,23
"CG45071",393,214,42,1007,855,146,191,239,466
"CR43971",49,56,12,92,59,17,13,20,32
"CG13458",104,111,45,83,32,6,19,21,42
"Cep135",580,344,95,1180,1035,198,240,345,599
"CG16959",149,86,51,49,19,8,7,2,13
"CG32847",23,22,6,15,0,0,9,0,0
"CG13457",181,107,37,41,10,0,8,6,7
"CG12316",1733,805,251,4336,4576,779,1115,1466,2690
"scaRNA:MeU5-U42",16,11,0,0,0,1,0,0,1
"Pdi",7059,2707,1000,18492,17343,2801,3879,6582,6749
"CR45396",38,32,13,5,8,1,5,7,0
"CG32147",205,94,22,337,210,71,71,97,138
"CR45397",38,48,12,23,0,0,8,0,3
"Pex3",1071,506,176,2416,2206,426,546,836,1298
"FucTA",250,157,36,79,58,11,35,46,46
"Msh6",1301,555,246,4215,4249,619,915,977,2144
"Prp31",505,204,98,897,816,188,216,294,501
"CG7011",372,167,110,544,658,118,152,227,352
"CG6878",439,208,84,806,767,209,161,324,365
"CR44562",33,21,10,0,0,0,0,0,0
"CG6888",35,43,6,12,6,0,0,0,0
"Tollo",1138,588,211,2188,2622,366,527,665,1394
"Best4",113,96,31,6,0,0,0,0,3
"Best3",106,94,30,14,0,0,5,0,1
"CG7255",998,511,165,1009,1053,236,320,567,725
"CR43247",22,33,10,7,0,0,6,0,0
"CR43992",43,27,9,0,3,0,2,0,0
"Toll-6",369,273,110,281,105,32,49,91,129
"CG33259",23,21,10,0,0,0,1,2,0
"CR43625",29,12,11,0,0,0,0,0,0
"CR45395",32,17,8,0,0,0,2,0,0
"CR45394",8,12,1,0,0,0,0,0,0
"CG7804",86,97,30,11,0,0,8,4,0
"Ran-like",74,56,13,0,0,0,5,0,0
"CG12355",221,102,27,127,67,38,60,61,56
"CG13455",47,59,8,10,1,0,2,0,3
"CG7276",26,10,7,14,0,0,0,0,0
"CG7275",433,261,94,712,963,163,305,412,532
"CG7272",583,175,66,774,393,153,126,356,292
"CG7857",596,228,92,1420,1251,304,402,514,869
"CG7841",792,382,122,1422,1024,250,314,416,628
"Z600",8,9,1,6,1,1,0,0,0
"gdl-ORF39",0,0,0,0,0,0,0,0,0
"gdl",14,0,5,28,23,14,4,39,16
"Eip71CD",609,297,109,1130,809,268,370,527,931
"CG13454",32,30,14,13,0,0,1,0,3
"mex1",326,123,59,449,535,109,148,198,273
"CR43159",52,45,29,70,63,15,8,0,0
"yellow-k",112,73,19,64,38,3,26,33,50
"CG7945",753,312,157,2932,2540,480,451,636,821
"CG33986",47,39,9,6,0,0,4,0,0
"CG33985",44,24,14,10,0,0,0,0,2
"CG42729",21,21,11,0,0,0,3,2,2
"CG42728",33,31,3,0,1,0,10,23,3
"obst-H",69,39,12,27,32,4,8,1,3
"CG43248",59,32,14,8,3,0,0,3,2
"CrebA",4884,1912,798,5694,4052,1131,1582,4357,3556
"AGO2",8548,3115,1031,13001,10078,2838,3734,6211,8736
"CG7739",566,244,95,893,784,152,183,378,487
"CG7427",867,379,146,1745,1667,392,446,612,1043
"CG6498",3000,1309,392,5905,5396,1110,1305,1991,3203
"CG16979",452,250,95,687,692,144,186,365,348
"mrn",252,110,29,377,403,53,97,163,206
"CG12301",1400,529,171,1884,1972,444,553,901,1357
"CG12304",583,247,86,756,870,182,262,344,448
"CG7656",689,389,112,1701,1768,331,416,581,876
"RhoGAP71E",2960,1416,433,6777,5878,1391,1475,2258,3759
"CG7650",488,235,78,1071,1284,215,292,425,872
"CG13449",113,56,14,7,2,1,11,8,5
"comm3",155,111,44,51,48,24,50,35,49
"CG7372",2432,1081,397,6616,6861,1356,1564,2092,4204
"CG43083",37,37,6,0,0,0,0,0,0
"Eig71Ea",39,14,11,0,0,0,0,0,6
"Eig71Eb",60,20,5,26,0,0,4,0,1
"CG43084",36,17,11,0,0,0,0,0,0
"Eig71Ec",19,21,10,10,0,0,4,0,6
"Eig71Ed",46,32,21,0,0,2,4,0,3
"Eig71Ee",127,43,13,4,0,0,2,0,0
"Eig71Ef",29,12,3,0,0,0,3,0,0
"Eig71Eg",38,25,6,0,0,0,5,0,5
"Eig71Eh",37,23,9,0,0,0,2,0,0
"Eig71Ei",27,28,22,0,1,0,2,0,0
"Eig71Ej",22,14,8,23,0,0,2,0,0
"Eig71Ek",51,39,2,0,0,0,1,0,0
"CG43082",11,11,13,0,1,0,4,0,0
"CG7304",110,70,32,4,0,0,7,0,2
"CG7579",93,71,26,9,1,0,4,0,0
"pgant8",126,105,17,40,46,18,6,13,12
"CG34452",88,102,37,52,24,3,15,11,4
"CG34451",117,77,37,52,17,0,16,0,11
"comm2",147,95,45,491,454,126,89,62,151
"CG42571",52,53,37,33,0,1,1,0,0
"CG42570",87,98,32,3,0,1,4,5,0
"comm",176,114,28,91,58,19,38,61,44
"CR45240",80,40,4,8,0,0,1,0,0
"CG6244",24,32,14,17,0,0,2,0,2
"CG13445",51,27,6,0,0,0,4,0,0
"fwe",1497,579,204,2276,2592,557,648,968,1344
"CkIIalpha-i1",158,77,38,329,205,38,61,69,125
"Dcp2",7447,2596,1009,16223,14367,3141,3592,5869,9163
"dbo",1110,472,164,2858,2846,434,564,777,1461
"CG12713",299,179,55,621,717,136,143,188,394
"CG18081",1313,539,156,2005,1999,489,606,1024,1299
"CG15715",1543,582,197,2674,2752,576,698,1204,1583
"CG32150",122,81,33,11,8,4,18,11,19
"mir-263b",8,3,2,0,0,0,0,0,0
"pHCl",1482,628,226,1457,884,306,342,678,557
"CR44051",37,14,4,13,6,0,5,0,14
"CR44050",105,53,23,11,11,5,5,4,11
"sff",867,445,124,674,470,99,128,246,207
"Pka-C3",2072,1016,272,3433,2372,562,807,1441,1142
"GXIVsPLA2",273,185,53,473,302,34,165,174,192
"elgi",450,271,83,808,795,98,236,256,424
"CG17032",475,210,46,617,430,56,151,209,167
"l(3)72Ab",2958,1441,486,6670,5208,787,1445,2069,2610
"CG10516",573,287,87,488,569,81,193,325,387
"brm",5966,2684,1002,17158,14574,2196,3944,5018,7918
"CG17026",141,70,22,124,84,18,58,63,47
"CG17029",785,436,110,791,573,144,245,432,331
"CG17028",81,61,29,42,23,10,16,22,12
"CG17027",406,163,59,228,173,46,117,129,130
"Arl1",834,421,98,2008,1523,194,484,610,659
"DNApol-delta",714,365,117,1677,1620,254,410,478,903
"CR45446",20,25,2,0,0,0,0,0,0
"Hip14",1653,693,248,3576,3120,659,830,1071,1935
"CG5830",2747,998,334,4504,3753,961,1181,1932,2519
"mRpS31",495,206,76,804,821,194,241,379,529
"mib1",811,402,120,1273,1284,229,303,347,706
"CR43950",49,33,10,11,0,0,0,0,1
"CR43949",73,29,8,0,0,0,0,0,0
"Notum",214,149,51,148,41,7,31,38,64
"mir-4941",0,0,0,0,0,0,0,0,0
"CG42717",24,32,16,20,0,0,7,0,0
"CG42716",21,6,2,5,0,0,0,0,0
